,raw,label,clean
78,Reis (69|5%)| Zucker| rote Beeren (5%) [Erdbeeren| Himbeeren und Kirschen in veränderlichen Gewichtsanteilen]| Maismehl (3|6%)| Salz| Vitaminen (Thiamin (B1)| Riboflavin (B2)| Niacin (B3)| Pantothensäure (B5)| Vitamin B6| Folsäure (B9)| Vitamin B12]| Eisen.,glutenfrei,reis  zucker rote beeren  erdbeeren himbeeren und kirschen in veränderlichen gewichtsanteilen maismehl  salz vitaminen thiamin b riboflavin b niacin b pantothensäure b vitamin b folsäure b vitamin b eisen
79,Mais* 62%| Zucker*| Salz| Maisstärke* 0|9%| Gummi arabikum| Emulgator: Sonnenblumenlecithin,glutenfrei,mais  zucker salz maisstärke  gummi arabikum emulgator sonnenblumenlecithin
80,Buchweizenflocken (Buchweizenmehl| Reismehl| Zucker| Farbstoff: Zuckercouleur und Salz)| Cornflakes (Mais| Zucker und Salz)| Quinoaflocken (Reismehl| Quinoamehl| Zucker| Glukose und Salz)| Reiscrisps (Reismehl| Maltodextrin (aus Mais)| Reisstärke und Salz) getrocknete Papaya (Papaya und Zucker) 10%| Rote Bete Flocken| Sonnenblumenkerne| getrocknete Ananas (Ananas| Zucker| Ananassaft| Säure: Zitronensäure) 6%| getrockneter Apfel 2%.,glutenfrei,buchweizenflocken buchweizenmehl reismehl zucker farbstoff zuckercouleur und salz cornflakes mais zucker und salz quinoaflocken reismehl quinoamehl zucker glukose und salz reiscrisps reismehl maltodextrin ausmais reisstärke und salz getrocknete papaya papaya und zucker  rote bete flocken sonnenblumenkerne getrocknete ananas ananas zucker ananassaft säure zitronensäure  getrockneter apfel 
81,Maisgrieß| Zucker| Kakaopulver 8%| Jodsalz (Salz| Kaliumiodid). laktosefrei.,glutenfrei,maisgrieß zucker kakaopulver  jodsalz salz kaliumiodid laktosefrei
82,Flocken (54|25%) (Vollkornreismehl| Maismehl)| Zucker| fettreduziertes Kakaopulver (6|3%)| Rapsöl| HASELNÜSSE (2|1%)| MILCHZUCKER| Palmöl| Molkepulver (MILCH)| Sonnenblumenkernöl| fettarmes MILCHPULVER| Backtriebmittel: Diphosphate| Natriumcarbonat| Emulgator: Lecithin| Aroma.,glutenfrei,flocken  vollkornreismehl maismehl zucker fettreduziertes kakaopulver  rapsöl haselnüsse  milchzucker palmöl molkepulver milch sonnenblumenkernöl fettarmes milchpulver backtriebmittel diphosphate natriumcarbonat emulgator lecithin aroma
83,Reisflocken** 35%| Reisflakes 15% (Naturreis**| Meersalz)| Sultaninen (Sultaninen**| Sonnenblumenöl*)| Aprikosen getrocknet| gehackt**| Datteln getrocknet| gehackt** 7%| Kokoschips*| Bananenchips (getrocknete Bananen*| Kokosnussöl*| Rohrohrzucker*| Honig*)| Cashewkernbruch*| Ananas getrocknet| gehackt* 3%| Sesam geröstet**| Cranberries getrocknet 2%| (Cranberries*| Apfelsaftkonzentrat*| Sonnenblumenöl*),glutenfrei,reisflocken  reisflakes  naturreis meersalz sultaninen sultaninen sonnenblumenöl aprikosen getrocknet gehackt datteln getrocknet gehackt  kokoschips bananenchips getrocknete bananen kokosnussöl rohrohrzucker honig cashewkernbruch ananas getrocknet gehackt  sesam geröstet cranberries getrocknet  cranberries apfelsaftkonzentrat sonnenblumenöl
84,"""SESAMSAMEN* (50%)| Maltosesirup*| Rohrzucker*. *aus kontrolliert ökologischem Anbau. Kann Spuren von ERDNÜSSEN und SCHALENFRÜCHTEN enthalten.""",glutenfrei,sesamsamen  maltosesirup rohrzucker aus kontrolliert ökologischem anbau kann spuren von erdnüssen und schalenfrüchten enthalten
85,Mais* (98|8%)| Meersalz,glutenfrei,mais  meersalz
86,Reisvollkornflocken**,glutenfrei,reisvollkornflocken
87,Reis 82%| Zucker| Maisfaser 6%| Fruktose| Salz| Vitamine (B1| B2| B3| B5| B6| B9| B12| D)| Eisen,glutenfrei,reis  zucker maisfaser  fruktose salz vitamine b b b b b b b d eisen
88,Cornflakes (Mais| Zucker| Salz)| Zucker| Kakaomasse| Bananenchips (Bananen| Kokosöl| Zucker)| Reisextrudat (Vollkornreismehl)| Kakaobutter| VOLLMILCHPULVER| Äpfel getrocknet (mit Antioxidationsmitteln: Zitronensäure)| Überzugsmittel: Gummi arabicum| Emulgator: SOJALECITHIN| Reismehl.,glutenfrei,cornflakes mais zucker salz zucker kakaomasse bananenchips bananen kokosöl zucker reisextrudat vollkornreismehl kakaobutter vollmilchpulver äpfel getrocknet mit antioxidationsmitteln zitronensäure überzugsmittel gummi arabicum emulgator sojalecithin reismehl
89,Reismehl (64%)*| Rohrzucker*| Kakaopulver (4|2%)*| Maissirup*| Salz.,glutenfrei,reismehl  rohrzucker kakaopulver  maissirup salz
90,Mais 93|7%| Zucker| Salz| Emulgator: Sonnenblumenlecithin.,glutenfrei,mais  zucker salz emulgator sonnenblumenlecithin
91,Quinoa* (100%). * aus kontrolliert biologischem Anbau,glutenfrei,quinoa   aus kontrolliert biologischem anbau
92,Getreide 90|5% (Maismehl| Quinoa 16|57%| Reismehl)| Zucker| Kakao.,glutenfrei,getreide  maismehl quinoa  reismehl zucker kakao
93,Mais| Zucker| Salz| Emulgator: Sonnenblumenlecithin| Vitamine (Niacin| Pantothensäure| Vitamin B6| Riboflavin| Thiamin| Folsäure| Biotin| Vitamin B12),glutenfrei,mais zucker salz emulgator sonnenblumenlecithin vitamine niacin pantothensäure vitamin b riboflavin thiamin folsäure biotin vitamin b
94,Reis* 90%| Rohrohrzucker*| Reissirup* 2%| Meersalz,glutenfrei,reis  rohrohrzucker reissirup  meersalz
95,68% Frucht-/Nussmischung (Rosinen| Äpfel| MANDELN| CASHEWKERNE| Erdbeeren)| SESAM gepuffter Reis| Cornflakes (Mais| Ahornsirup| Meersalz)| Oligofructose. Diese Produkt kann Spuren enthalten von: Milchprodukten|Erdnüssen| Soja sowie Nüssen aller Art,glutenfrei, fruchtnussmischung rosinen äpfel mandeln cashewkerne erdbeeren sesam gepuffter reis cornflakes mais ahornsirup meersalz oligofructose diese produkt kann spuren enthalten von milchproduktenerdnüssen soja sowie nüssen aller art
96,Mais (27%)| Sirup aus Zuckerrohr| brauner Reis (14%)| Rapsöl| Sonnenblumenkerne| Paranüsse (5%)| Sesam| Leinsamen| getrocknete Bananen (2%)| Maisstärke| getrocknete Kokosnuss (1%)| Aromen (enthält Nüsse)| Reiskleie| Farbstoff: Einfache Zuckerkulör| Meersalz.,glutenfrei,mais  sirup aus zuckerrohr brauner reis  rapsöl sonnenblumenkerne paranüsse  sesam leinsamen getrocknete bananen  maisstärke getrocknete kokosnuss aromen enthält nüsse reiskleie farbstoff einfache zuckerkulör meersalz
97,Früchte 76% (Äpfel 52%| säurearmer Apfelsaft aus Apfelsaftkonzentrat| Himbeeren 8%)| Wasser| Reisgrieß| Reisstärke| Karottensaftkonzentrat| Vitamin C.,glutenfrei,früchte  äpfel  säurearmer apfelsaft aus apfelsaftkonzentrat himbeeren  wasser reisgrieß reisstärke karottensaftkonzentrat vitamin c
98,Hirse* (100%).,glutenfrei,hirse 
99,Reismehl 79|9%| Zucker| Kakaopulver 5%| Zuckersirup| Glukosesirup| Salz,glutenfrei,reismehl  zucker kakaopulver  zuckersirup glukosesirup salz
100,Mais*. *aus kontrolliert-ökologischer Landwirtschaft,glutenfrei,mais aus kontrolliertökologischer landwirtschaft
101,Mais** 94%| Blütenhonig*| Meersalz unjodiert| Reissirup*,glutenfrei,mais  blütenhonig meersalz unjodiert reissirup
102,Reis* 90%| Rohrohrzucker*| Reissirup* 2%| Meersalz.,glutenfrei,reis  rohrohrzucker reissirup  meersalz
103,Braunhirse gepufft*.,glutenfrei,braunhirse gepufft
104,Buchweizen* (51%) (Buchweizen-Flakes*| Vollkorn-Buchweizen gepufft*| Buchweizen-Vollkorn-Flocken*)| Reissirup* (Reis*| fermentiert| Wasser)| Kokosflocken*| MANDELN*,glutenfrei,buchweizen  buchweizenflakes vollkornbuchweizen gepufft buchweizenvollkornflocken reissirup reis fermentiert wasser kokosflocken mandeln
105,Vollkorn Buchweizen* gepufft,glutenfrei,vollkorn buchweizen gepufft
106,Buchweizenflocken| Ahornsirup| Cornflakes (Mais| Rohrohrzucker| Reissirup| Meersalz)| Amaranth gepoppt| Walnüsse| Mandeln| getrocknete Datteln| getrocknete Aprikosen| getrocknete Cranberries| Beeren Mix (Ananas| Erdbeeren| Himbeeren| Schwarze Johannisbeeren).,glutenfrei,buchweizenflocken ahornsirup cornflakes mais rohrohrzucker reissirup meersalz amaranth gepoppt walnüsse mandeln getrocknete datteln getrocknete aprikosen getrocknete cranberries beeren mix ananas erdbeeren himbeeren schwarze johannisbeeren
107,Kochbananenmehl| Zucker| Reisvollkornmehl| Kakaopulver 7% (stark entölt)| Inulin| ungehärtetes Pflanzenfett (Palmöl)| Salz| natürliches Vanillearoma mit anderen natürlichen Aromastoffen.,glutenfrei,kochbananenmehl zucker reisvollkornmehl kakaopulver  stark entölt inulin ungehärtetes pflanzenfett palmöl salz natürliches vanillearoma mit anderen natürlichen aromastoffen
108,Buchweizen* (100%).,glutenfrei,buchweizen 
109,Trockenfrüchte* 45% (Sultaninen*| Aprikosen*| Feigen*| Äpfel*| Himbeeren*| Reismehl*| Sonnenblumenöl*)| Maisgrieß*| Sonnenblumenkerne*| Reismehl*| Rohrohrzucker*| Amaranthmehl*| Quinoamehl*| Buchweizenmehl*| Meersalz.,glutenfrei,trockenfrüchte  sultaninen aprikosen feigen äpfel himbeeren reismehl sonnenblumenöl maisgrieß sonnenblumenkerne reismehl rohrohrzucker amaranthmehl quinoamehl buchweizenmehl meersalz
110,Trockenfrüchte* (35 %) (Sultaninen*| Äpfel*| Feigen*| Datteln*| Aprikosen*| Erdbeeren*| Himbeeren*| Reismehl*| Sonnenblumenöl*)| Cornflakes* (Mais*| Rohrohrzucker*| Meersalz)| Buchweizen-Flakes* (Buchweizenmehl*| Maisgries*| Rohrohrzucker*| Meersalz)| Sonnenblumenkerne*| Amaranth-Flakes* (Reismehl*| Amaranthmehl*| Maisgrieß*| Rohrohrzucker*| Buchweizenmehl*| Meersalz),glutenfrei,trockenfrüchte   sultaninen äpfel feigen datteln aprikosen erdbeeren himbeeren reismehl sonnenblumenöl cornflakes mais rohrohrzucker meersalz buchweizenflakes buchweizenmehl maisgries rohrohrzucker meersalz sonnenblumenkerne amaranthflakes reismehl amaranthmehl maisgrieß rohrohrzucker buchweizenmehl meersalz
111,Royal Quinoa Flocken*. *aus kontrolliert biologischem Anbau,glutenfrei,royal quinoa flocken aus kontrolliert biologischem anbau
112,Mais| Zucker| Salz| Emulgator: Sonnenblumenlecithin| Vitamine (Niacin| Pantothensäure| Vitamin B6| Riboflavin| Thiamin| Folsäure| Biotin| Vitamin B12).,glutenfrei,mais zucker salz emulgator sonnenblumenlecithin vitamine niacin pantothensäure vitamin b riboflavin thiamin folsäure biotin vitamin b
113,Sultaninen 24%| Rübenballaststoff| Sojaflocken| Cornflakes (Mais| Zucker| Salz)| Sonnenblumenkerne|Haselnüsse| Amaranth gepoppt 6%| Leinsaat| getrocknete Äpfel| Bananenchips (Bananen| Kokosfett| Zucker| Aroma)| Honig| Sonnenblumenöl| Zimt,glutenfrei,sultaninen  rübenballaststoff sojaflocken cornflakes mais zucker salz sonnenblumenkernehaselnüsse amaranth gepoppt  leinsaat getrocknete äpfel bananenchips bananen kokosfett zucker aroma honig sonnenblumenöl zimt
114,Amaranth* gepufft,glutenfrei,amaranth gepufft
115,Hirsevollkornflocken* (38%)| Buchweizenvollkornflocken* (28%)| Dattelstücke*| Erdmandelmehl*| Apfelstücke*| Feigenstücke*| Gold Leinsamen*| Apfelmehl*| Chiasamen (Salvia hispanica)*| gepuffter Quinoa*| Reismehl*| Kardamom*| Ingwer* *kontrolliert biologischer Anbau,glutenfrei,hirsevollkornflocken  buchweizenvollkornflocken  dattelstücke erdmandelmehl apfelstücke feigenstücke gold leinsamen apfelmehl chiasamen salvia hispanica gepuffter quinoa reismehl kardamom ingwer kontrolliert biologischer anbau
116,6-Korn-Mischung* (48%)| (Mais-Flakes*| Reis-Vollkorn-Flocken*| Hirse-Vollkorn-Flocken*| Vollkorn-Buchweizen gepufft*| Vollkorn-Amaranth gepufft*| Vollkorn-Quinoa gepufft*| Vollkorn-Hirse gepufft*)| Frucht-Mischung* (45%) (Rosinen*| Ananas*| Mango*)| MANDELN* (7%).,glutenfrei,kornmischung  maisflakes reisvollkornflocken hirsevollkornflocken vollkornbuchweizen gepufft vollkornamaranth gepufft vollkornquinoa gepufft vollkornhirse gepufft fruchtmischung  rosinen ananas mango mandeln 
117,Cornflakes* 60% (Mais*| Rohrzucker* unraffiniert| Meersalz| Maismalz*)| Rohrzucker* unraffiniert| Kakaobutter*| VOLLMILCHPULVER*| Kakaomasse*| Überzugsmittel: Gummi arabicum*,glutenfrei,cornflakes  mais rohrzucker unraffiniert meersalz maismalz rohrzucker unraffiniert kakaobutter vollmilchpulver kakaomasse überzugsmittel gummi arabicum
118,Hirsevollkornflocken* 38% | Buchweizenvollkornflocken* 28%| Dattelstücke*| Erdmandelmehl*| Apfelstücke*| Feigenstücke*| Gold Leinsamen*| Apfelmehl*| Chiasamen (Salvia hispanica)*| gepuffter Quinoa*| Reismehl*| Kardamom*| Ingwer* ,glutenfrei,hirsevollkornflocken   buchweizenvollkornflocken  dattelstücke erdmandelmehl apfelstücke feigenstücke gold leinsamen apfelmehl chiasamen salvia hispanica gepuffter quinoa reismehl kardamom ingwer
119,Vollkornreis* gepufft,glutenfrei,vollkornreis gepufft
120,Maisgrieß* (61%)| Rohrohrzucker*| Zartbitter Schokolade* (8%) (Kakaomasse*| Rohrohrzucker*| Kakaobutter*)| Kakaopulver* (5%)| Reismehl* (4%)| Quinoamehl* (4%)| Meersalz,glutenfrei,maisgrieß  rohrohrzucker zartbitter schokolade  kakaomasse rohrohrzucker kakaobutter kakaopulver  reismehl  quinoamehl  meersalz
121,Mais| Zucker| Salz| Emulgator: Sonnenblumenlecithin| Vitamine (Niacin| Pantothensäure| Vitamin B6| Riboflavin| Thiamin| Folsäure| Biotin| Vitamin B12). laktosefrei.,glutenfrei,mais zucker salz emulgator sonnenblumenlecithin vitamine niacin pantothensäure vitamin b riboflavin thiamin folsäure biotin vitamin b laktosefrei
122,Mais (28%)| Sirup aus Zuckerrohr| Brauner Reis (13%)| Rapsöl| Getrocknete und gezuckerte Cranberries (Cranberries| Zucker| Sonnenblumenöl) (9%)| Sonnenblumenkerne| Mandeln (6%)| Sesam| Leinsamen| Maisstärke| Reiskleie| Pekannüsse| Aromen (enthält Nüsse)| Farbe: Einfache Zuckerkulör| Meersalz. Kann auch Erdnüsse enthalten.,glutenfrei,mais  sirup aus zuckerrohr brauner reis  rapsöl getrocknete und gezuckerte cranberries cranberries zucker sonnenblumenöl  sonnenblumenkerne mandeln  sesam leinsamen maisstärke reiskleie pekannüsse aromen enthält nüsse farbe einfache zuckerkulör meersalz kann auch erdnüsse enthalten
123,Bananen 42%| Sauerkirschsaft aus Sauerkirschsaftkonzentrat* 38|4%| Traubensaft aus Traubensaftkonzentrat*| Reisgrieß*| Antioxidationsmittel Ascorbinsäure**. *aus biologischer Anbau. **Ascorbinsäure ist als Vitamin C auch natürlicherweise in Früchten enthalten.,glutenfrei,bananen  sauerkirschsaft aus sauerkirschsaftkonzentrat  traubensaft aus traubensaftkonzentrat reisgrieß antioxidationsmittel ascorbinsäure aus biologischer anbau ascorbinsäure ist als vitamin c auch natürlicherweise in früchten enthalten
124,Reisflocken (38%)*| Sultaninen (23%)*| MANDELN geröstet und gemahlen (19%)*| Hirseflocken (15%)*| Buchweizenflocken (5%)*,glutenfrei,reisflocken  sultaninen  mandeln geröstet und gemahlen  hirseflocken  buchweizenflocken 
125,Maisgrieß 71%| Zucker| Kakaopulver 5|7%| Salz| Tapiokastärke. ,glutenfrei,maisgrieß  zucker kakaopulver  salz tapiokastärke
126,SOJAflocken* glutenfrei,glutenfrei,sojaflocken glutenfrei
127,Quinoa Bio 100% (Südamerika),glutenfrei,quinoa bio  südamerika
128,Buchweizenvollkornmehl 93%| Maismehl| Salz.,glutenfrei,buchweizenvollkornmehl  maismehl salz
129,Gepuffter Reis 68%*| Zucker*| Kakaopulver* 4|1%| Salz| Glukosesirup*,glutenfrei,gepuffter reis  zucker kakaopulver  salz glukosesirup
130,Mais| Zucker| Salz| Emulgator:sonnenblumenlecitin.vitamine,glutenfrei,mais zucker salz emulgatorsonnenblumenlecitinvitamine
131,Mais (30%)| Sirup aus Zuckerrohr| brauner Reis (13%)| Rapsöl| getrocknete und gezuckerte Cranberries (Cranberries| Zucker| Sonnenblumenöl) (8%)| Sonnenblumenkerne| Cashewnüsse (6%)| Sesam| Leinsamen| Maisstärke| Reiskleie| Vanille-Aromen (enthält Nüsse)| natürliches Orangen-Aroma| gemahlener Zimt| Farbstoff: Einface Zuckerkulör| Meersalz| gemahlene Gewürznelken.,glutenfrei,mais  sirup aus zuckerrohr brauner reis  rapsöl getrocknete und gezuckerte cranberries cranberries zucker sonnenblumenöl  sonnenblumenkerne cashewnüsse  sesam leinsamen maisstärke reiskleie vanillearomen enthält nüsse natürliches orangenaroma gemahlener zimt farbstoff einface zuckerkulör meersalz gemahlene gewürznelken
132,Mais* 98 %| Meersalz *aus biologischer Landwirtschaft,glutenfrei,mais   meersalz aus biologischer landwirtschaft
133,Reisgrieß 40|3% (teilweise aufgeschlossen)| Maisgrieß 14|6%| MAGERMILCHPULVER 13|8%| Folgemilch 13|7% (MAGERMILCHPULVER| Maltodextrin| pflanzliche Öle (Palmöl| Rapsöl| Sonnenblumenöl)| Kokosfett| Vanillearoma| Vitaminmischung (Vitamin C| Vitamin E| Panthothensäure| Thiamin (Vitamoin B1)| Niacin| Vitamin A| Vitamin B6| Folsäure| Vitamin K| Biotin| Vitamin D)| Calciumcarbonat| Eisendiphosphat| Zinksulfat| Kaliumjodid| Milchsäurebakterien (mit Bifiduskultur))| Bananenflocken 12|3%| pflanzliche Öle (Palmöl| Rapsöl| Sonnenblumenöl)| Kokosfett. Unter Schutzatmosphäre verpackt.,glutenfrei,reisgrieß  teilweise aufgeschlossen maisgrieß  magermilchpulver  folgemilch  magermilchpulver maltodextrin pflanzliche öle palmöl rapsöl sonnenblumenöl kokosfett vanillearoma vitaminmischung vitamin c vitamin e panthothensäure thiamin vitamoin b niacin vitamin a vitamin b folsäure vitamin k biotin vitamin d calciumcarbonat eisendiphosphat zinksulfat kaliumjodid milchsäurebakterien mit bifiduskultur bananenflocken  pflanzliche öle palmöl rapsöl sonnenblumenöl kokosfett unter schutzatmosphäre verpackt
134,Buchweizenflocken| Rohrohrzucker| Reissirup| Palmfett| Maisstärke| Bananenchips 7% (Bananen| Kokosöl| Zucker)| Cornflakes (Mais| Zucker| Salz)| Kokosraspel| Maismehl| Reisextrudat (Vollkornreismehl)| Kakaopulver 1|7%| VOLLMILCHPULVER| Rapsöl| Meersalz| Emulgator: SOJALECITHIN. Kann Spuren von Schalenfrüchten| Sesam| Lupine und Ei enthalten.,glutenfrei,buchweizenflocken rohrohrzucker reissirup palmfett maisstärke bananenchips  bananen kokosöl zucker cornflakes mais zucker salz kokosraspel maismehl reisextrudat vollkornreismehl kakaopulver  vollmilchpulver rapsöl meersalz emulgator sojalecithin kann spuren von schalenfrüchten sesam lupine und ei enthalten
135,SOJAFLOCKEN| Maisflocken (Maismehl| Salz| Emulgator: Sonnenblumenlecithin)| Rosinen 22% (Rosinen| Sonnenblumenöl)| Buchweizenflocken 19% (Buchweizenmehl| Maismehl| Zucker| Glukosesirup| Salz)| Dattelwürfel 10% (Datteln| Reismehl)| Apfelstücke 2%| Preiselbeeren 1% (Preiselbeeren| Ananassaftkonzentrat| Ananassirup| Sonnenblumenöl)| Amaranthflocken 0|5%| MANDELN 0|5%.,glutenfrei,sojaflocken maisflocken maismehl salz emulgator sonnenblumenlecithin rosinen  rosinen sonnenblumenöl buchweizenflocken  buchweizenmehl maismehl zucker glukosesirup salz dattelwürfel  datteln reismehl apfelstücke  preiselbeeren  preiselbeeren ananassaftkonzentrat ananassirup sonnenblumenöl amaranthflocken  mandeln
136,Maismehl (53%)| Zucker| Reismehl (18%)| Kakaopulver (4|3%)| Salz.,glutenfrei,maismehl  zucker reismehl  kakaopulver  salz
137,Maismehl 59%| Reismehl 16%| Zucker| Zimt 1|4%Glukose Sirup| Salz| Vanille Aroma 0|5% *aus biologischem Anbau,glutenfrei,maismehl  reismehl  zucker zimt glukose sirup salz vanille aroma  aus biologischem anbau
138,Buchweizenflocken*,glutenfrei,buchweizenflocken
139,Maisgrieß*| Zartbitterschokolade* 21% (Kakaomasse*| Rohrohrzucker*| Kakaobutter*)| Sonnenblumenkerne*| Reismehl*| Buchweizenmehl*| Reisvollkornmehl| Rohrohrzucker*| Amaranthmehl*| Kakaopulver*| Meersalz| Maismalz*.,glutenfrei,maisgrieß zartbitterschokolade  kakaomasse rohrohrzucker kakaobutter sonnenblumenkerne reismehl buchweizenmehl reisvollkornmehl rohrohrzucker amaranthmehl kakaopulver meersalz maismalz
140,Demineralisiertes Molkenpulver (aus MILCH) (29%)| Reismehl (28|8%)| MAGERMILCHPULVER (18%)| pflanzliches Fett (Palm-| Raps-| Kokosnuss-| Sonnenblumenöl| Emulgator: SOJALECITHIN)| Milchschokoladenstückchen (10%) (Zucker| VOLLMILCHPULVER| Kakaomasse| Kakaobutter| natürliches Vanillearoma| Emulgator: SOJALECITHIN)| Zucker| natürliches Aroma (Stracciatella) (enthält MILCH) (1%)| Mineralstoffmischung (Calciumcarbonat| Eisen-III-diphosphat| Kaliumjodid)| Vitaminmischung (Vitamin C| Vitamin E| Vitamin A| Vitamin D| Biotin| Vitamin B1| Vitamin B6)| Maltodextrin. Unter Schutzatmosphäre verpackt.,glutenfrei,demineralisiertes molkenpulver aus milch  reismehl  magermilchpulver  pflanzliches fett palm raps kokosnuss sonnenblumenöl emulgator sojalecithin milchschokoladenstückchen  zucker vollmilchpulver kakaomasse kakaobutter natürliches vanillearoma emulgator sojalecithin zucker natürliches aroma stracciatella enthält milch  mineralstoffmischung calciumcarbonat eiseniiidiphosphat kaliumjodid vitaminmischung vitamin c vitamin e vitamin a vitamin d biotin vitamin b vitamin b maltodextrin unter schutzatmosphäre verpackt
